timestamp,building_id,meter_reading,anomaly,imputed_reading
2016-01-02 21:00:00,118,259.2,0,259.2
2016-01-02 22:00:00,118,254.8,0,254.8
2016-01-02 23:00:00,118,256.2,0,256.2
2016-01-03 00:00:00,118,255.2,0,255.2
2016-01-03 01:00:00,118,254.2,0,254.2
2016-01-03 02:00:00,118,255.2,0,255.2
2016-01-03 03:00:00,118,259.8,0,259.8
2016-01-03 04:00:00,118,255.8,0,255.8
2016-01-03 05:00:00,118,262.0,0,262.0
2016-01-03 06:00:00,118,262.2,0,262.2
2016-01-03 07:00:00,118,265.4,0,265.4
2016-01-03 08:00:00,118,265.4,0,265.4
2016-01-03 09:00:00,118,269.6,0,269.6
2016-01-03 10:00:00,118,271.2,0,271.2
2016-01-03 11:00:00,118,274.8,0,274.8
2016-01-03 12:00:00,118,273.0,0,273.0
2016-01-03 13:00:00,118,270.8,0,270.8
2016-01-03 14:00:00,118,269.6,0,269.6
2016-01-03 15:00:00,118,272.4,0,272.4
2016-01-03 16:00:00,118,274.4,0,274.4
2016-01-03 17:00:00,118,277.8,0,277.8
2016-01-03 18:00:00,118,274.2,0,274.2
2016-01-03 19:00:00,118,275.8,0,275.8
2016-01-03 20:00:00,118,264.0,0,264.0
2016-01-03 21:00:00,118,253.6,0,253.6
2016-01-03 22:00:00,118,254.4,0,254.4
2016-01-03 23:00:00,118,253.6,0,253.6
2016-01-04 00:00:00,118,237.8,0,237.8
2016-01-04 01:00:00,118,233.8,0,233.8
2016-01-04 02:00:00,118,223.0,0,223.0
2016-01-04 03:00:00,118,223.2,0,223.2
2016-01-04 04:00:00,118,223.2,0,223.2
2016-01-04 05:00:00,118,223.6,0,223.6
2016-01-04 06:00:00,118,249.2,0,249.2
2016-01-04 07:00:00,118,283.6,0,283.6
2016-01-04 08:00:00,118,333.6,0,333.6
2016-01-04 09:00:00,118,376.0,0,376.0
2016-01-04 10:00:00,118,444.4,0,444.4
2016-01-04 11:00:00,118,468.4,0,468.4
2016-01-04 12:00:00,118,480.0,0,480.0
2016-01-04 13:00:00,118,482.2,0,482.2
2016-01-04 14:00:00,118,464.2,0,464.2
2016-01-04 15:00:00,118,463.8,0,463.8
2016-01-04 16:00:00,118,479.4,0,479.4
2016-01-04 17:00:00,118,423.8,0,423.8
2016-01-04 18:00:00,118,372.0,0,372.0
2016-01-04 19:00:00,118,315.2,0,315.2
2016-01-04 20:00:00,118,287.4,0,287.4
2016-01-04 21:00:00,118,259.6,0,259.6
2016-01-04 22:00:00,118,253.2,0,253.2
2016-01-04 23:00:00,118,248.8,0,248.8
2016-01-05 00:00:00,118,256.0,0,256.0
2016-01-05 01:00:00,118,250.0,0,250.0
2016-01-05 02:00:00,118,248.2,0,248.2
2016-01-05 03:00:00,118,243.8,0,243.8
2016-01-05 04:00:00,118,246.6,0,246.6
2016-01-05 05:00:00,118,248.6,0,248.6
2016-01-05 06:00:00,118,292.4,0,292.4
2016-01-05 07:00:00,118,336.4,0,336.4
2016-01-05 08:00:00,118,404.6,0,404.6
2016-01-05 09:00:00,118,431.2,0,431.2
2016-01-05 10:00:00,118,468.8,0,468.8
2016-01-05 11:00:00,118,493.8,0,493.8
2016-01-05 12:00:00,118,522.0,0,522.0
2016-01-05 13:00:00,118,495.8,0,495.8
2016-01-05 14:00:00,118,482.0,0,482.0
2016-01-05 15:00:00,118,491.6,0,491.6
2016-01-05 16:00:00,118,473.2,0,473.2
2016-01-05 17:00:00,118,443.8,0,443.8
2016-01-05 18:00:00,118,391.6,0,391.6
2016-01-05 19:00:00,118,335.0,0,335.0
2016-01-05 20:00:00,118,296.6,0,296.6
2016-01-05 21:00:00,118,269.4,0,269.4
2016-01-05 22:00:00,118,267.2,0,267.2
2016-01-05 23:00:00,118,263.8,0,263.8
2016-01-06 00:00:00,118,266.8,0,266.8
2016-01-06 01:00:00,118,263.8,0,263.8
2016-01-06 02:00:00,118,261.0,0,261.0
2016-01-06 03:00:00,118,260.8,0,260.8
2016-01-06 04:00:00,118,260.6,0,260.6
2016-01-06 05:00:00,118,265.8,0,265.8
2016-01-06 06:00:00,118,303.0,0,303.0
2016-01-06 07:00:00,118,330.0,0,330.0
2016-01-06 08:00:00,118,349.0,0,349.0
2016-01-06 09:00:00,118,441.4,0,441.4
2016-01-06 10:00:00,118,497.0,0,497.0
2016-01-06 11:00:00,118,514.8,0,514.8
2016-01-06 12:00:00,118,541.4,0,541.4
2016-01-06 13:00:00,118,525.6,0,525.6
2016-01-06 14:00:00,118,499.0,0,499.0
2016-01-06 15:00:00,118,516.4,0,516.4
2016-01-06 16:00:00,118,509.8,0,509.8
2016-01-06 17:00:00,118,467.4,0,467.4
2016-01-06 18:00:00,118,413.4,0,413.4
2016-01-06 19:00:00,118,348.4,0,348.4
2016-01-06 20:00:00,118,316.8,0,316.8
2016-01-06 21:00:00,118,292.6,0,292.6
2016-01-06 22:00:00,118,282.8,0,282.8
2016-01-06 23:00:00,118,276.4,0,276.4
2016-01-07 00:00:00,118,280.6,0,280.6
2016-01-07 01:00:00,118,267.8,0,267.8
2016-01-07 02:00:00,118,267.2,0,267.2
2016-01-07 03:00:00,118,260.8,0,260.8
2016-01-07 04:00:00,118,261.6,0,261.6
2016-01-07 05:00:00,118,266.2,0,266.2
2016-01-07 06:00:00,118,296.0,0,296.0
2016-01-07 07:00:00,118,328.2,0,328.2
2016-01-07 08:00:00,118,422.0,0,422.0
2016-01-07 09:00:00,118,449.4,0,449.4
2016-01-07 10:00:00,118,483.6,0,483.6
2016-01-07 11:00:00,118,511.2,0,511.2
2016-01-07 12:00:00,118,521.4,0,521.4
2016-01-07 13:00:00,118,558.8,0,558.8
2016-01-07 14:00:00,118,525.4,0,525.4
2016-01-07 15:00:00,118,515.4,0,515.4
2016-01-07 16:00:00,118,509.2,0,509.2
2016-01-07 17:00:00,118,485.4,0,485.4
2016-01-07 18:00:00,118,430.8,0,430.8
2016-01-07 19:00:00,118,370.6,0,370.6
2016-01-07 20:00:00,118,333.8,0,333.8
2016-01-07 21:00:00,118,302.4,0,302.4
2016-01-07 22:00:00,118,303.2,0,303.2
2016-01-07 23:00:00,118,298.4,0,298.4
2016-01-08 00:00:00,118,271.6,0,271.6
2016-01-08 01:00:00,118,274.2,0,274.2
2016-01-08 02:00:00,118,284.6,0,284.6
2016-01-08 03:00:00,118,273.4,0,273.4
2016-01-08 04:00:00,118,276.2,0,276.2
2016-01-08 05:00:00,118,274.2,0,274.2
2016-01-08 06:00:00,118,306.0,0,306.0
2016-01-08 07:00:00,118,383.0,0,383.0
2016-01-08 08:00:00,118,453.2,0,453.2
2016-01-08 09:00:00,118,471.4,0,471.4
2016-01-08 10:00:00,118,514.0,0,514.0
2016-01-08 11:00:00,118,550.0,0,550.0
2016-01-08 12:00:00,118,557.0,0,557.0
2016-01-08 13:00:00,118,562.4,0,562.4
2016-01-08 14:00:00,118,536.0,0,536.0
2016-01-08 15:00:00,118,542.8,0,542.8
2016-01-08 16:00:00,118,509.6,0,509.6
2016-01-08 17:00:00,118,481.4,0,481.4
2016-01-08 18:00:00,118,430.6,0,430.6
2016-01-08 19:00:00,118,364.2,0,364.2
2016-01-08 20:00:00,118,323.2,0,323.2
2016-01-08 21:00:00,118,276.6,0,276.6
2016-01-08 22:00:00,118,272.6,0,272.6
2016-01-08 23:00:00,118,272.0,0,272.0
2016-01-09 00:00:00,118,293.6,0,293.6
2016-01-09 01:00:00,118,288.2,0,288.2
2016-01-09 02:00:00,118,282.8,0,282.8
2016-01-09 03:00:00,118,281.4,0,281.4
2016-01-09 04:00:00,118,290.2,0,290.2
2016-01-09 05:00:00,118,292.8,0,292.8
2016-01-09 06:00:00,118,287.2,0,287.2
2016-01-09 07:00:00,118,291.6,0,291.6
2016-01-09 08:00:00,118,301.2,0,301.2
2016-01-09 09:00:00,118,297.0,0,297.0
2016-01-09 10:00:00,118,299.0,0,299.0
2016-01-09 11:00:00,118,299.8,0,299.8
2016-01-09 12:00:00,118,303.6,0,303.6
2016-01-09 13:00:00,118,307.2,0,307.2
2016-01-09 14:00:00,118,310.0,0,310.0
2016-01-09 15:00:00,118,306.8,0,306.8
2016-01-09 16:00:00,118,302.6,0,302.6
2016-01-09 17:00:00,118,308.2,0,308.2
2016-01-09 18:00:00,118,312.0,0,312.0
2016-01-09 19:00:00,118,301.2,0,301.2
2016-01-09 20:00:00,118,296.2,0,296.2
2016-01-09 21:00:00,118,292.6,0,292.6
2016-01-09 22:00:00,118,299.4,0,299.4
2016-01-09 23:00:00,118,294.2,0,294.2
2016-01-10 00:00:00,118,289.2,0,289.2
2016-01-10 01:00:00,118,288.8,0,288.8
2016-01-10 02:00:00,118,289.4,0,289.4
2016-01-10 03:00:00,118,288.8,0,288.8
2016-01-10 04:00:00,118,286.4,0,286.4
2016-01-10 05:00:00,118,288.0,0,288.0
2016-01-10 06:00:00,118,295.4,0,295.4
2016-01-10 07:00:00,118,293.8,0,293.8
2016-01-10 08:00:00,118,302.4,0,302.4
2016-01-10 09:00:00,118,315.0,0,315.0
2016-01-10 10:00:00,118,311.4,0,311.4
2016-01-10 11:00:00,118,311.8,0,311.8
2016-01-10 12:00:00,118,306.0,0,306.0
2016-01-10 13:00:00,118,297.6,0,297.6
2016-01-10 14:00:00,118,307.8,0,307.8
2016-01-10 15:00:00,118,311.8,0,311.8
2016-01-10 16:00:00,118,318.2,0,318.2
2016-01-10 17:00:00,118,313.2,0,313.2
2016-01-10 18:00:00,118,311.2,0,311.2
2016-01-10 19:00:00,118,304.6,0,304.6
2016-01-10 20:00:00,118,300.0,0,300.0
2016-01-10 21:00:00,118,292.6,0,292.6
2016-01-10 22:00:00,118,284.2,0,284.2
2016-01-10 23:00:00,118,283.4,0,283.4
2016-01-11 00:00:00,118,275.2,0,275.2
2016-01-11 01:00:00,118,255.6,0,255.6
2016-01-11 02:00:00,118,255.6,0,255.6
2016-01-11 03:00:00,118,252.0,0,252.0
2016-01-11 04:00:00,118,250.4,0,250.4
2016-01-11 05:00:00,118,251.2,0,251.2
2016-01-11 06:00:00,118,290.2,0,290.2
2016-01-11 07:00:00,118,330.4,0,330.4
2016-01-11 08:00:00,118,412.4,0,412.4
2016-01-11 09:00:00,118,456.4,0,456.4
2016-01-11 10:00:00,118,489.6,0,489.6
2016-01-11 11:00:00,118,542.0,0,542.0
2016-01-11 12:00:00,118,557.8,0,557.8
2016-01-11 13:00:00,118,575.2,0,575.2
2016-01-11 14:00:00,118,554.4,0,554.4
2016-01-11 15:00:00,118,555.4,0,555.4
2016-01-11 16:00:00,118,539.0,0,539.0
2016-01-11 17:00:00,118,512.4,0,512.4
2016-01-11 18:00:00,118,447.2,0,447.2
2016-01-11 19:00:00,118,380.2,0,380.2
2016-01-11 20:00:00,118,341.2,0,341.2
2016-01-11 21:00:00,118,310.2,0,310.2
2016-01-11 22:00:00,118,299.0,0,299.0
2016-01-11 23:00:00,118,294.0,0,294.0
2016-01-12 00:00:00,118,282.6,0,282.6
2016-01-12 01:00:00,118,282.6,0,282.6
2016-01-12 02:00:00,118,276.4,0,276.4
2016-01-12 03:00:00,118,276.2,0,276.2
2016-01-12 04:00:00,118,275.8,0,275.8
2016-01-12 05:00:00,118,268.0,0,268.0
2016-01-12 06:00:00,118,309.6,0,309.6
2016-01-12 07:00:00,118,355.6,0,355.6
2016-01-12 08:00:00,118,377.8,0,377.8
2016-01-12 09:00:00,118,463.8,0,463.8
2016-01-12 10:00:00,118,520.6,0,520.6
2016-01-12 11:00:00,118,538.8,0,538.8
2016-01-12 12:00:00,118,549.0,0,549.0
2016-01-12 13:00:00,118,567.8,0,567.8
2016-01-12 14:00:00,118,563.0,0,563.0
2016-01-12 15:00:00,118,547.6,0,547.6
2016-01-12 16:00:00,118,540.2,0,540.2
2016-01-12 17:00:00,118,513.8,0,513.8
2016-01-12 18:00:00,118,446.4,0,446.4
2016-01-12 19:00:00,118,376.8,0,376.8
2016-01-12 20:00:00,118,328.0,0,328.0
2016-01-12 21:00:00,118,304.0,0,304.0
2016-01-12 22:00:00,118,298.6,0,298.6
2016-01-12 23:00:00,118,286.8,0,286.8
2016-01-13 00:00:00,118,286.4,0,286.4
2016-01-13 01:00:00,118,276.0,0,276.0
2016-01-13 02:00:00,118,273.2,0,273.2
2016-01-13 03:00:00,118,268.6,0,268.6
2016-01-13 04:00:00,118,263.2,0,263.2
2016-01-13 05:00:00,118,269.4,0,269.4
2016-01-13 06:00:00,118,310.6,0,310.6
2016-01-13 07:00:00,118,349.0,0,349.0
2016-01-13 08:00:00,118,364.8,0,364.8
2016-01-13 09:00:00,118,459.8,0,459.8
2016-01-13 10:00:00,118,506.8,0,506.8
2016-01-13 11:00:00,118,549.8,0,549.8
2016-01-13 12:00:00,118,564.6,0,564.6
2016-01-13 13:00:00,118,535.4,0,535.4
2016-01-13 14:00:00,118,545.4,0,545.4
2016-01-13 15:00:00,118,550.6,0,550.6
2016-01-13 16:00:00,118,531.6,0,531.6
2016-01-13 17:00:00,118,516.2,0,516.2
2016-01-13 18:00:00,118,479.6,0,479.6
2016-01-13 19:00:00,118,407.0,0,407.0
2016-01-13 20:00:00,118,353.2,0,353.2
2016-01-13 21:00:00,118,321.2,0,321.2
2016-01-13 22:00:00,118,310.8,0,310.8
2016-01-13 23:00:00,118,304.4,0,304.4
2016-01-14 00:00:00,118,298.8,0,298.8
2016-01-14 01:00:00,118,295.8,0,295.8
2016-01-14 02:00:00,118,293.0,0,293.0
2016-01-14 03:00:00,118,282.6,0,282.6
2016-01-14 04:00:00,118,279.0,0,279.0
2016-01-14 05:00:00,118,280.0,0,280.0
2016-01-14 06:00:00,118,312.6,0,312.6
2016-01-14 07:00:00,118,353.6,0,353.6
2016-01-14 08:00:00,118,389.0,0,389.0
2016-01-14 09:00:00,118,435.2,0,435.2
2016-01-14 10:00:00,118,474.6,0,474.6
2016-01-14 11:00:00,118,524.8,0,524.8
2016-01-14 12:00:00,118,533.6,0,533.6
2016-01-14 13:00:00,118,498.6,0,498.6
2016-01-14 14:00:00,118,504.6,0,504.6
2016-01-14 15:00:00,118,491.8,0,491.8
2016-01-14 16:00:00,118,475.6,0,475.6
2016-01-14 17:00:00,118,470.2,0,470.2
2016-01-14 18:00:00,118,439.8,0,439.8
2016-01-14 19:00:00,118,392.2,0,392.2
2016-01-14 20:00:00,118,362.2,0,362.2
2016-01-14 21:00:00,118,333.8,0,333.8
2016-01-14 22:00:00,118,316.2,0,316.2
2016-01-14 23:00:00,118,307.0,0,307.0
2016-01-15 00:00:00,118,294.4,0,294.4
2016-01-15 01:00:00,118,293.4,0,293.4
2016-01-15 02:00:00,118,287.0,0,287.0
2016-01-15 03:00:00,118,299.0,0,299.0
2016-01-15 04:00:00,118,300.6,0,300.6
2016-01-15 05:00:00,118,302.0,0,302.0
2016-01-15 06:00:00,118,336.6,0,336.6
2016-01-15 07:00:00,118,386.8,0,386.8
2016-01-15 08:00:00,118,455.0,0,455.0
2016-01-15 09:00:00,118,495.4,0,495.4
2016-01-15 10:00:00,118,528.4,0,528.4
2016-01-15 11:00:00,118,557.8,0,557.8
2016-01-15 12:00:00,118,575.6,0,575.6
2016-01-15 13:00:00,118,553.8,0,553.8
2016-01-15 14:00:00,118,556.6,0,556.6
2016-01-15 15:00:00,118,548.6,0,548.6
2016-01-15 16:00:00,118,538.8,0,538.8
2016-01-15 17:00:00,118,515.2,0,515.2
2016-01-15 18:00:00,118,456.6,0,456.6
2016-01-15 19:00:00,118,384.0,0,384.0
2016-01-15 20:00:00,118,346.6,0,346.6
2016-01-15 21:00:00,118,314.6,0,314.6
2016-01-15 22:00:00,118,311.0,0,311.0
2016-01-15 23:00:00,118,300.4,0,300.4
2016-01-16 00:00:00,118,306.2,0,306.2
2016-01-16 01:00:00,118,314.0,0,314.0
2016-01-16 02:00:00,118,308.8,0,308.8
2016-01-16 03:00:00,118,303.2,0,303.2
2016-01-16 04:00:00,118,307.0,0,307.0
2016-01-16 05:00:00,118,316.4,0,316.4
2016-01-16 06:00:00,118,316.4,0,316.4
2016-01-16 07:00:00,118,322.0,0,322.0
2016-01-16 08:00:00,118,329.6,0,329.6
2016-01-16 09:00:00,118,342.2,0,342.2
2016-01-16 10:00:00,118,364.8,0,364.8
2016-01-16 11:00:00,118,365.4,0,365.4
2016-01-16 12:00:00,118,369.2,0,369.2
2016-01-16 13:00:00,118,368.4,0,368.4
2016-01-16 14:00:00,118,367.0,0,367.0
2016-01-16 15:00:00,118,369.6,0,369.6
2016-01-16 16:00:00,118,361.8,0,361.8
2016-01-16 17:00:00,118,352.6,0,352.6
2016-01-16 18:00:00,118,338.2,0,338.2
2016-01-16 19:00:00,118,335.4,0,335.4
2016-01-16 20:00:00,118,329.0,0,329.0
2016-01-16 21:00:00,118,312.8,0,312.8
2016-01-16 22:00:00,118,309.8,0,309.8
2016-01-16 23:00:00,118,306.4,0,306.4
2016-01-17 00:00:00,118,305.0,0,305.0
2016-01-17 01:00:00,118,306.8,0,306.8
2016-01-17 02:00:00,118,301.0,0,301.0
2016-01-17 03:00:00,118,303.0,0,303.0
2016-01-17 04:00:00,118,310.8,0,310.8
2016-01-17 05:00:00,118,310.4,0,310.4
2016-01-17 06:00:00,118,309.4,0,309.4
2016-01-17 07:00:00,118,311.6,0,311.6
2016-01-17 08:00:00,118,326.8,0,326.8
2016-01-17 09:00:00,118,330.6,0,330.6
2016-01-17 10:00:00,118,335.6,0,335.6
2016-01-17 11:00:00,118,336.4,0,336.4
2016-01-17 12:00:00,118,332.4,0,332.4
2016-01-17 13:00:00,118,335.4,0,335.4
2016-01-17 14:00:00,118,336.4,0,336.4
2016-01-17 15:00:00,118,334.2,0,334.2
2016-01-17 16:00:00,118,332.6,0,332.6
2016-01-17 17:00:00,118,328.6,0,328.6
2016-01-17 18:00:00,118,330.6,0,330.6
2016-01-17 19:00:00,118,327.6,0,327.6
2016-01-17 20:00:00,118,321.2,0,321.2
2016-01-17 21:00:00,118,308.4,0,308.4
2016-01-17 22:00:00,118,305.8,0,305.8
2016-01-17 23:00:00,118,306.4,0,306.4
2016-01-18 00:00:00,118,287.8,0,287.8
2016-01-18 01:00:00,118,268.4,0,268.4
2016-01-18 02:00:00,118,256.4,0,256.4
2016-01-18 03:00:00,118,258.4,0,258.4
2016-01-18 04:00:00,118,261.8,0,261.8
2016-01-18 05:00:00,118,262.0,0,262.0
2016-01-18 06:00:00,118,300.0,0,300.0
2016-01-18 07:00:00,118,356.0,0,356.0
2016-01-18 08:00:00,118,397.8,0,397.8
2016-01-18 09:00:00,118,447.6,0,447.6
2016-01-18 10:00:00,118,544.4,0,544.4
2016-01-18 11:00:00,118,556.8,0,556.8
2016-01-18 12:00:00,118,541.4,0,541.4
2016-01-18 13:00:00,118,555.2,0,555.2
2016-01-18 14:00:00,118,549.6,0,549.6
2016-01-18 15:00:00,118,528.2,0,528.2
2016-01-18 16:00:00,118,506.4,0,506.4
2016-01-18 17:00:00,118,491.8,0,491.8
2016-01-18 18:00:00,118,462.4,0,462.4
2016-01-18 19:00:00,118,400.8,0,400.8
2016-01-18 20:00:00,118,357.6,0,357.6
2016-01-18 21:00:00,118,323.4,0,323.4
2016-01-18 22:00:00,118,307.2,0,307.2
2016-01-18 23:00:00,118,302.0,0,302.0
2016-01-19 00:00:00,118,309.2,0,309.2
2016-01-19 01:00:00,118,302.6,0,302.6
2016-01-19 02:00:00,118,294.4,0,294.4
2016-01-19 03:00:00,118,292.4,0,292.4
2016-01-19 04:00:00,118,294.0,0,294.0
2016-01-19 05:00:00,118,293.8,0,293.8
2016-01-19 06:00:00,118,326.0,0,326.0
2016-01-19 07:00:00,118,376.4,0,376.4
2016-01-19 08:00:00,118,423.6,0,423.6
2016-01-19 09:00:00,118,469.4,0,469.4
2016-01-19 10:00:00,118,526.4,0,526.4
2016-01-19 11:00:00,118,544.8,0,544.8
2016-01-19 12:00:00,118,533.6,0,533.6
2016-01-19 13:00:00,118,524.8,0,524.8
2016-01-19 14:00:00,118,516.2,0,516.2
2016-01-19 15:00:00,118,561.6,0,561.6
2016-01-19 16:00:00,118,549.6,0,549.6
2016-01-19 17:00:00,118,529.4,0,529.4
2016-01-19 18:00:00,118,472.4,0,472.4
2016-01-19 19:00:00,118,403.2,0,403.2
2016-01-19 20:00:00,118,354.0,0,354.0
2016-01-19 21:00:00,118,326.0,0,326.0
2016-01-19 22:00:00,118,307.4,0,307.4
2016-01-19 23:00:00,118,308.8,0,308.8
2016-01-20 00:00:00,118,308.4,0,308.4
2016-01-20 01:00:00,118,302.4,0,302.4
2016-01-20 02:00:00,118,298.6,0,298.6
2016-01-20 03:00:00,118,297.0,0,297.0
2016-01-20 04:00:00,118,301.2,0,301.2
2016-01-20 05:00:00,118,298.4,0,298.4
2016-01-20 06:00:00,118,335.2,0,335.2
2016-01-20 07:00:00,118,376.2,0,376.2
2016-01-20 08:00:00,118,408.8,0,408.8
2016-01-20 09:00:00,118,472.6,0,472.6
2016-01-20 10:00:00,118,527.6,0,527.6
2016-01-20 11:00:00,118,579.0,0,579.0
2016-01-20 12:00:00,118,608.6,0,608.6
2016-01-20 13:00:00,118,616.8,0,616.8
2016-01-20 14:00:00,118,589.6,0,589.6
2016-01-20 15:00:00,118,553.0,0,553.0
2016-01-20 16:00:00,118,516.0,0,516.0
2016-01-20 17:00:00,118,503.2,0,503.2
2016-01-20 18:00:00,118,443.4,0,443.4
2016-01-20 19:00:00,118,405.6,0,405.6
2016-01-20 20:00:00,118,364.8,0,364.8
2016-01-20 21:00:00,118,321.6,0,321.6
2016-01-20 22:00:00,118,307.8,0,307.8
2016-01-20 23:00:00,118,303.0,0,303.0
2016-01-21 00:00:00,118,294.2,0,294.2
2016-01-21 01:00:00,118,299.6,0,299.6
2016-01-21 02:00:00,118,300.6,0,300.6
2016-01-21 03:00:00,118,297.8,0,297.8
2016-01-21 04:00:00,118,302.2,0,302.2
2016-01-21 05:00:00,118,297.6,0,297.6
2016-01-21 06:00:00,118,332.2,0,332.2
2016-01-21 07:00:00,118,367.8,0,367.8
2016-01-21 08:00:00,118,376.4,0,376.4
2016-01-21 09:00:00,118,436.8,0,436.8
2016-01-21 10:00:00,118,550.8,0,550.8
2016-01-21 11:00:00,118,573.6,0,573.6
2016-01-21 12:00:00,118,586.6,0,586.6
2016-01-21 13:00:00,118,587.0,0,587.0
2016-01-21 14:00:00,118,584.4,0,584.4
2016-01-21 15:00:00,118,574.0,0,574.0
2016-01-21 16:00:00,118,568.6,0,568.6
2016-01-21 17:00:00,118,533.0,0,533.0
2016-01-21 18:00:00,118,465.6,0,465.6
2016-01-21 19:00:00,118,386.4,0,386.4
2016-01-21 20:00:00,118,342.6,0,342.6
2016-01-21 21:00:00,118,295.8,0,295.8
2016-01-21 22:00:00,118,286.0,0,286.0
2016-01-21 23:00:00,118,275.6,0,275.6
2016-01-22 00:00:00,118,280.2,0,280.2
2016-01-22 01:00:00,118,274.8,0,274.8
2016-01-22 02:00:00,118,271.4,0,271.4
2016-01-22 03:00:00,118,269.2,0,269.2
2016-01-22 04:00:00,118,269.4,0,269.4
2016-01-22 05:00:00,118,274.0,0,274.0
2016-01-22 06:00:00,118,305.4,0,305.4
2016-01-22 07:00:00,118,354.0,0,354.0
2016-01-22 08:00:00,118,400.4,0,400.4
2016-01-22 09:00:00,118,458.2,0,458.2
2016-01-22 10:00:00,118,502.6,0,502.6
2016-01-22 11:00:00,118,513.0,0,513.0
2016-01-22 12:00:00,118,527.8,0,527.8
2016-01-22 13:00:00,118,540.4,0,540.4
2016-01-22 14:00:00,118,503.6,0,503.6
2016-01-22 15:00:00,118,466.6,0,466.6
2016-01-22 16:00:00,118,471.0,0,471.0
2016-01-22 17:00:00,118,452.4,0,452.4
2016-01-22 18:00:00,118,414.8,0,414.8
2016-01-22 19:00:00,118,360.6,0,360.6
2016-01-22 20:00:00,118,327.6,0,327.6
2016-01-22 21:00:00,118,293.0,0,293.0
2016-01-22 22:00:00,118,290.6,0,290.6
2016-01-22 23:00:00,118,282.0,0,282.0
2016-01-23 00:00:00,118,301.4,0,301.4
2016-01-23 01:00:00,118,306.4,0,306.4
2016-01-23 02:00:00,118,301.0,0,301.0
2016-01-23 03:00:00,118,303.4,0,303.4
2016-01-23 04:00:00,118,304.6,0,304.6
2016-01-23 05:00:00,118,309.2,0,309.2
2016-01-23 06:00:00,118,298.2,0,298.2
2016-01-23 07:00:00,118,300.2,0,300.2
2016-01-23 08:00:00,118,309.0,0,309.0
2016-01-23 09:00:00,118,317.8,0,317.8
2016-01-23 10:00:00,118,316.6,0,316.6
2016-01-23 11:00:00,118,321.2,0,321.2
2016-01-23 12:00:00,118,322.8,0,322.8
2016-01-23 13:00:00,118,321.8,0,321.8
2016-01-23 14:00:00,118,320.8,0,320.8
2016-01-23 15:00:00,118,318.8,0,318.8
2016-01-23 16:00:00,118,318.4,0,318.4
2016-01-23 17:00:00,118,319.2,0,319.2
2016-01-23 18:00:00,118,316.8,0,316.8
2016-01-23 19:00:00,118,317.2,0,317.2
2016-01-23 20:00:00,118,309.8,0,309.8
2016-01-23 21:00:00,118,301.4,0,301.4
2016-01-23 22:00:00,118,296.8,0,296.8
2016-01-23 23:00:00,118,303.4,0,303.4
2016-01-24 00:00:00,118,295.0,0,295.0
2016-01-24 01:00:00,118,294.2,0,294.2
2016-01-24 02:00:00,118,288.2,0,288.2
2016-01-24 03:00:00,118,290.6,0,290.6
2016-01-24 04:00:00,118,289.8,0,289.8
